Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9
,,,,,,,,27,46385,31406,37182,58437,84685,53654,85212,69375,35130
,,,,,,,,28,46268,31082,36340,60189,83990,54283,85742,69423,35128
,,,,,,,,29,47433,30828,36289,61757,83861,54666,88309,71478,36114
,,,,,,,,30,48726,31084,36472,64215,86797,55945,96817,79040,40430
,,,,,,,,31,50127,31677,37946,79130,93332,63137,106360,85803,44086
,,,,,,,,32,53229,32780,48294,79047,101886,65233,118027,95280,49824
,,,,,,,,33,66585,35713,50941,74441,109824,66764,127399,99414,52780
,,,,,,,,34,62771,36503,48479,73383,113659,67579,133297,102137,54726
,,,,,,,,35,63256,38301,47134,74348,114664,69101,135775,100262,54468
,,,,,,,,36,62329,38813,47582,69571,114177,65814,138488,102327,55798
,,,,,,,,37,63494,39555,45408,68353,115404,65764,139664,101427,55506
,,,,,,,,38,59613,36976,45154,65779,113735,63990,136588,97135,53197
,,,,,,,,39,60438,36551,44325,62046,110724,60822,135699,97614,53597
,,,,,,,,40,58800,35378,42534,60683,111938,60232,140723,102427,56934
,,,,,,,,41,56506,34017,41949,61778,116971,61922,147384,108058,60441
,,,,,,,,42,57143,34350,43856,65802,120885,65849,151441,107824,60371
,,,,,,,,43,60247,36110,47730,65252,119795,65071,149355,106183,59319
,,,,,,,,44,63647,38285,47828,64863,116551,64427,140908,99652,55096
,,,,,,,,45,62539,36424,47580,62421,110535,61514,131423,95034,52072
,,,,,,,,46,60267,35432,45828,60021,105271,59389,122009,89649,48366
,,,,,,,,47,55916,33756,43491,58627,99788,57383,113359,85040,45102
,,,,,,,,48,51890,32680,41230,58219,96289,56230,116294,89726,45031
,,,,,,,,49,48311,31985,39114,62729,96631,58863,117812,90183,45080
,,,,,,,,50,46365,31816,37906,64521,95465,59251,119240,90367,44757
,,,,,,,,51,47476,33341,37888,66173,94849,59934,122751,92331,45770
,,,,,,,,52,48847,33800,37806,67788,95650,60718,127962,95842,47633
,,,,,,,,53,50436,34216,38136,70328,99254,62259,138397,105557,53122
,,,,,,,,54,52532,34966,39282,75957,113412,67489,172286,140338,70084
,,,,,,,,55,55561,36680,42951,104681,136458,94226,195489,151425,79587
,,,,,,,,56,63979,41050,59873,102427,148438,95706,197183,147961,78272
,,,,,,,,57,99092,50756,65044,95414,146179,88577,185925,135178,71343
,,,,,,,,58,94981,52681,62882,86248,139764,81700,184543,138317,73545
,,,,,,,,59,86316,51320,55772,85179,140776,82192,182796,135509,72763
,,,,,,,,60,74410,48240,53975,80567,140284,79223,180547,134058,72508
,,,,,,,,61,74406,48979,52105,78021,139208,77798,177007,131409,71231
,,,,,,,,62,70472,46309,51163,75227,137316,75494,174862,130704,71298
,,,,,,,,63,68797,45247,49714,73271,137692,74205,178471,134488,73944
,,,,,,,,64,66447,43829,48920,74005,142139,75393,188557,143016,79650
,,,,,,,,65,66611,43408,50032,77355,150767,78869,205107,155606,87283
,,,,,,,,66,70043,44624,53507,82804,155685,84868,199270,144362,80692
,,,,,,,,67,76540,47348,59345,78038,144165,78910,177293,128801,71403
,,,,,,,,68,83339,49991,57923,69526,130859,71039,164530,123421,68118
,,,,,,,,69,74533,44916,52486,66023,123672,68362,152335,110824,59143
,,,,,,,,70,64247,41143,49167,61573,113591,63438,141173,103468,54462
,,,,,,,,71,61716,39359,45074,58316,105963,60151,132471,98057,50890
,,,,,,,,72,53024,35998,41659,56207,99063,57655,124531,92204,47773
,,,,,,,,73,48266,34396,39219,54660,95497,56993,122710,91790,47506
,,,,,,,,74,46301,33196,38085,56002,94425,57387,123259,91429,47037
,,,,,,,,75,45992,33552,37437,57608,93949,57975,125386,92496,47808
,,,,,,,,76,47494,34021,37407,58990,94761,58721,129214,95218,49427
,,,,,,,,77,49066,34434,37815,61185,98286,60273,139026,104056,54762
,,,,,,,,78,51445,35209,38956,66614,111730,65433,173073,136728,71782
,,,,,,,,79,54563,36897,42368,83485,134744,84795,192873,147756,80864
,,,,,,,,80,62456,41182,56293,87623,147812,88114,191784,144633,79476
,,,,,,,,81,89312,50361,61323,84947,146287,85560,178617,132990,72485
,,,,,,,,82,92090,52385,60443,77594,140143,78911,176244,135944,74663
,,,,,,,,83,83722,50876,54868,77308,141257,79393,174318,133053,73241
,,,,,,,,84,72986,47790,53332,75121,140856,76944,171859,131831,72815
,,,,,,,,85,73535,48517,51535,73926,139918,75753,168444,128996,71435
,,,,,,,,86,69582,45796,50591,72331,138259,73795,166798,128821,71455
,,,,,,,,87,68211,44657,49132,71735,138999,72637,170860,133115,74172
,,,,,,,,88,66246,43176,48359,73193,143344,73990,181471,141963,79986
,,,,,,,,89,66267,42664,49519,76600,151918,77416,197917,153793,87584
,,,,,,,,90,69771,43838,53017,81448,157169,83169,192472,142268,80700
,,,,,,,,91,76359,46507,58855,77319,145961,77459,170728,127321,71799
,,,,,,,,92,83009,49114,57396,68506,132790,69435,157124,121941,68506
,,,,,,,,93,74156,43991,51976,64518,125656,66710,145339,109384,59132
,,,,,,,,94,63591,40209,48698,59814,115412,61786,134779,102033,54403
,,,,,,,,95,60569,38416,44634,55461,107773,57932,125795,96500,51088
,,,,,,,,96,52471,35160,41253,51839,101622,54820,122847,93609,47963
,,,,,,,,97,47806,33641,38699,50046,97244,53125,122364,93469,47577
,,,,,,,,98,45230,32468,37357,50557,96054,53265,123158,93181,47080
,,,,,,,,99,44136,31428,37023,51258,95547,53709,125591,94635,47794
,,,,,,,,100,45834,31957,37061,52051,96290,54268,129947,97723,49295
,,,,,,,,101,47588,32428,37491,54029,99864,55692,140351,107154,54532
,,,,,,,,102,49915,33175,38611,59060,113296,60363,174180,143079,71867
,,,,,,,,103,53139,34683,41795,73801,136721,75850,193369,154278,81289
,,,,,,,,104,60931,38733,54990,79726,149633,81165,193307,150279,80060
,,,,,,,,105,86810,47804,59838,79281,147688,79955,181524,137674,73124
,,,,,,,,106,89422,48960,58740,74241,141276,74315,179496,140421,75413
,,,,,,,,107,81319,47061,53356,74861,142273,75250,177594,137361,74281
,,,,,,,,108,70828,44211,51971,74196,141683,73627,176032,136188,73830
,,,,,,,,109,71284,44946,50192,73493,140297,72757,173022,133412,72519
,,,,,,,,110,67903,42306,49282,72402,138348,71122,171511,132688,72483
,,,,,,,,111,66994,41279,47994,71975,139113,70572,175805,137195,75642
,,,,,,,,112,65419,40164,47316,73395,143757,72093,186378,146201,82030
,,,,,,,,113,65802,39820,48613,76890,152707,75633,202788,158747,89905
,,,,,,,,114,69321,41131,52147,81606,157877,80983,196126,147278,83219
,,,,,,,,115,75723,43634,57731,77547,146560,75481,173687,132586,74357
,,,,,,,,116,82266,45720,56160,68591,133550,67241,159671,128079,71432
,,,,,,,,117,73618,41053,50713,64498,126361,64334,147125,114501,61789
,,,,,,,,118,62975,37175,47361,60116,115941,59643,135650,106180,56907
,,,,,,,,119,59778,35451,43399,55862,108006,55901,126125,100622,53302
,,,,,,,,120,51947,32458,40103,52231,101312,52651,119504,97143,52722
,,,,,,,,121,47049,30836,37603,49865,96827,51527,118093,97009,52292
,,,,,,,,122,43803,29531,36075,50500,95484,51798,118436,96416,51377
,,,,,,,,123,41815,27806,35655,51848,94827,52285,120245,97717,51935
,,,,,,,,124,43104,28210,35635,53443,95470,53068,124075,100874,53520
,,,,,,,,125,44496,28597,36032,56001,98876,54716,134048,110378,59030
,,,,,,,,126,46697,29299,37044,61501,112610,59490,167305,148122,79424
,,,,,,,,127,49628,30736,40069,77427,135752,74269,186342,159781,88983
,,,,,,,,128,57117,34556,50853,83249,148701,79763,186519,154876,86662
,,,,,,,,129,78958,42945,56831,82420,146969,79080,174333,141233,78410
,,,,,,,,130,83114,43793,56388,76368,140930,73515,172911,143354,79444
,,,,,,,,131,76660,42594,51545,76543,142011,74423,171562,139419,77624
,,,,,,,,132,67331,40046,50404,74529,141515,72894,169462,137686,76670
,,,,,,,,133,68577,41058,48820,73280,140373,72054,166097,134558,74855
,,,,,,,,134,66426,39214,48003,71578,138539,70520,164790,133779,74328
,,,,,,,,135,65953,38435,46926,70805,139296,69962,169040,138136,76806
,,,,,,,,136,64779,37529,46415,72028,144098,71569,179641,147505,83088
,,,,,,,,137,65407,37437,47527,75282,153014,74994,195598,160805,91963
,,,,,,,,138,68930,38738,50851,80148,158022,80164,190244,149441,85378
,,,,,,,,139,75216,41039,56063,76168,146528,74633,168098,134526,76706
,,,,,,,,140,81403,42738,54618,67591,133436,66355,154497,130102,74231
,,,,,,,,141,72977,38495,49025,63723,126270,63387,143074,116300,63942
,,,,,,,,142,62299,34512,45475,59161,115936,58827,132372,107638,58348
,,,,,,,,143,58918,32698,41772,55258,108195,55201,123373,101905,54536
,,,,,,,,144,51453,29937,38645,52377,102166,52178,117735,97539,51577
,,,,,,,,145,46426,28096,36057,50412,97744,49743,116494,97210,51122
,,,,,,,,146,42878,26769,34744,51317,96325,49814,117292,96456,50250
,,,,,,,,147,41738,26669,34338,52442,95556,50216,119954,97778,50710
,,,,,,,,148,42874,27110,34396,53631,96278,50958,124584,100846,52191
,,,,,,,,149,44167,27520,34863,55858,100011,52340,135198,110298,57470
,,,,,,,,150,46319,28220,35965,60817,114691,56716,168683,150223,78163
,,,,,,,,151,49243,29651,38883,75291,138614,69743,187359,162434,87689
,,,,,,,,152,56458,33366,48608,81119,151544,76022,188640,157166,85230
,,,,,,,,153,77284,41381,54885,80176,149806,76479,176815,143301,76993
,,,,,,,,154,82134,42739,54563,74258,143402,72086,175518,145305,78354
,,,,,,,,155,76580,41934,50119,74887,144548,73762,173802,141547,76707
,,,,,,,,156,67840,39543,49244,73483,144264,73109,171709,139873,75627
,,,,,,,,157,69313,40880,47945,72420,143381,72551,167985,136886,73676
,,,,,,,,158,66973,39259,47368,71080,141790,71451,166320,136032,73302
,,,,,,,,159,66325,38570,46426,70558,142345,71149,170699,140359,75877
,,,,,,,,160,65015,37778,45945,72085,147036,73096,181125,149747,81920
,,,,,,,,161,65580,37889,47131,75596,156335,76924,196834,163204,90410
,,,,,,,,162,69189,39283,50390,80362,161512,82012,190857,152030,83803
,,,,,,,,163,75534,41534,55496,76057,150072,76850,169102,137103,75236
,,,,,,,,164,81945,43305,53997,67204,137058,68685,155547,132696,72606
,,,,,,,,165,73297,38842,48395,63160,129691,65737,144161,118512,62561
,,,,,,,,166,62688,34908,44735,59133,119050,61523,134226,109939,57462
,,,,,,,,167,59444,33157,41189,55337,111189,58268,126203,104453,53922
,,,,,,,,168,52038,30363,38222,52107,102916,55427,116273,97156,51786
,,,,,,,,169,47458,28623,35813,46390,91905,50483,110182,93460,49369
,,,,,,,,170,44289,26636,33605,45646,87829,49477,107948,91534,48111
,,,,,,,,171,42479,24872,31758,45757,85339,48802,108547,91861,48059
,,,,,,,,172,41777,24512,31066,46763,84618,49341,109864,91880,47889
,,,,,,,,173,42456,24447,31077,47747,85253,49695,113747,96815,50715
,,,,,,,,174,43730,24834,31323,49718,90293,51888,126600,106701,56157
,,,,,,,,175,45041,25323,32521,57659,98324,57934,132423,116067,62390
,,,,,,,,176,49180,26852,36452,57413,107008,60074,141350,125264,68077
,,,,,,,,177,59552,30115,38037,59991,114597,63399,148906,127385,69220
,,,,,,,,178,58221,29999,40339,62146,118219,65039,155210,129157,70084
,,,,,,,,179,60736,31968,41397,64419,119341,66720,155264,124285,67398
,,,,,,,,180,60762,32906,42534,62009,119154,64909,157208,125606,68350
,,,,,,,,181,62913,34132,40992,62252,120689,65693,156732,123906,67217
,,,,,,,,182,59692,32311,41102,60886,118854,64611,152165,118786,64254
,,,,,,,,183,60743,32411,40894,58382,115696,62351,151848,119130,64403
,,,,,,,,184,59209,31648,39470,58070,116823,62483,157957,125151,68003
,,,,,,,,185,56894,30528,39015,59517,122257,64890,166622,133356,72611
,,,,,,,,186,57340,30767,40602,61995,125493,68307,169212,128154,69481
,,,,,,,,187,60208,32060,43578,61699,123822,66878,168331,127133,68645
,,,,,,,,188,63390,33518,43537,60851,121228,66125,160652,121072,64758
,,,,,,,,189,61805,32063,43463,57826,115141,62989,153163,116751,62029
,,,,,,,,190,60118,31333,41501,55124,109456,60695,145372,109784,57434
,,,,,,,,191,55570,29539,39273,52978,102726,58036,139419,105297,54104
,,,,,,,,192,51795,28202,36782,52048,97435,56731,137805,100617,50715
,,,,,,,,193,47477,26792,34861,51979,92191,56024,136654,97040,48389
,,,,,,,,194,45123,26444,33160,51638,88052,55212,135812,94971,47231
,,,,,,,,195,44806,27100,31948,51484,85585,54578,137109,95270,47202
,,,,,,,,196,44398,26835,31190,52474,84761,54947,139110,95084,46911
,,,,,,,,197,45158,26784,31139,53402,84790,55073,143144,97622,48089
,,,,,,,,198,46428,27178,31396,55271,88158,56559,157612,105761,52103
,,,,,,,,199,47739,27652,32225,62988,95231,64790,165941,115259,58158
,,,,,,,,200,50292,28680,35799,63402,104043,66571,174055,125143,64105
,,,,,,,,201,59481,31774,37382,65955,112163,68207,178976,127322,66050
,,,,,,,,202,58295,32219,40109,67521,116019,69556,183077,129155,67133
,,,,,,,,203,61275,34272,41846,69579,117119,71584,178226,124465,64669
,,,,,,,,204,61932,35285,43199,67744,116823,69059,176983,125439,65637
,,,,,,,,205,63585,36356,41862,68565,118426,69562,175017,123449,64662
,,,,,,,,206,59981,34185,42250,67864,117018,68384,168993,117984,61891
,,,,,,,,207,60861,34118,42082,65367,114163,65962,167153,118573,62097
,,,,,,,,208,59238,33313,40720,65116,115434,66027,172124,124426,65510
,,,,,,,,209,56783,32271,40337,67147,120894,68179,181742,132216,70079
,,,,,,,,210,57284,32651,41866,70392,124553,71910,181976,128702,68491
,,,,,,,,211,60334,34144,44815,69592,123428,70115,179194,125786,67078
,,,,,,,,212,63977,35941,44976,68708,120087,68954,171580,119628,63055
,,,,,,,,213,62691,34275,44816,65627,113778,65822,163244,115089,59996
,,,,,,,,214,60364,33300,42820,62736,108267,63476,156173,109812,56623
,,,,,,,,215,55852,31558,40342,60317,102538,61506,149903,104900,53457
,,,,,,,,216,51802,30322,38049,59310,99074,60134,148727,103396,50255
,,,,,,,,217,48446,29489,36154,64207,100252,62226,149519,102823,49710
,,,,,,,,218,46389,29458,36361,65880,98906,62583,149643,102175,49055
,,,,,,,,219,46107,32505,36513,67709,98251,62947,151424,103206,49710
,,,,,,,,220,47771,33010,36418,69969,98983,63656,155522,106195,51341
,,,,,,,,221,49554,33475,36813,72395,102670,65287,165431,116121,56914
,,,,,,,,222,51992,34269,38073,77753,118146,70374,210982,162746,79379
,,,,,,,,223,55137,35967,41465,104603,143732,94870,233723,174734,88336
,,,,,,,,224,63580,40294,53808,109444,156508,99081,227519,167145,85727
,,,,,,,,225,95494,49562,60215,102762,153601,94953,209635,151475,77815
,,,,,,,,226,95783,51302,60609,95865,146281,88642,207551,152333,79217
,,,,,,,,227,86059,49948,56110,96564,146864,89801,203229,148421,77720
,,,,,,,,228,74468,47226,54949,93171,146083,87183,199119,146308,77053
,,,,,,,,229,74721,48319,53664,91588,144630,86179,194507,142391,75172
,,,,,,,,230,70746,45937,53109,88933,142628,84315,191191,140991,74813
,,,,,,,,231,69566,45128,51991,87370,142842,83323,193662,145167,77519
,,,,,,,,232,67505,43980,51727,88581,147273,85007,202984,154265,83427
,,,,,,,,233,67544,43770,53187,91762,156538,88814,220337,167786,91604
,,,,,,,,234,71085,45095,56677,98670,162089,95327,213997,156099,84963
,,,,,,,,235,77657,47731,62261,92030,150428,88842,191967,139929,76272
,,,,,,,,236,84727,50253,60733,83721,137228,80845,178636,135080,73505
,,,,,,,,237,75854,44957,54770,80823,129871,78268,165916,120372,63020
,,,,,,,,238,65524,41265,51179,75843,119051,72572,154996,111699,57872
,,,,,,,,239,62566,39509,46898,72959,111022,68708,146907,106270,54548
,,,,,,,,240,53882,36209,43397,70887,104200,66277,138733,103721,53599
,,,,,,,,241,49265,34637,40758,69876,98927,63447,136218,103142,53067
,,,,,,,,242,46747,33543,38659,71724,97535,63514,136503,102198,52100
,,,,,,,,243,46649,33869,37963,73558,96905,63735,138480,103320,52628
,,,,,,,,244,48583,34403,37706,75317,97553,64471,142436,106367,54199
,,,,,,,,245,50507,34824,37616,77884,101096,66036,152266,116047,59906
,,,,,,,,246,53095,35586,38642,83559,115644,71327,200705,160138,81608
,,,,,,,,247,56285,37311,42161,111638,138754,97985,221532,172052,91364
,,,,,,,,248,64571,41612,55215,114733,151081,103206,214248,165270,88681
,,,,,,,,249,93717,50908,62202,108812,148724,98304,199447,150047,80030
,,,,,,,,250,94006,52811,62210,101863,142284,92184,199180,151317,80761
,,,,,,,,251,84873,51091,57081,103286,143332,91958,196623,147374,78743
,,,,,,,,252,73509,48030,55691,99104,142823,89477,194052,145172,77931
,,,,,,,,253,73554,48801,54435,96780,141491,88581,190205,141052,75892
,,,,,,,,254,69600,46004,53745,94046,139798,86785,188261,139856,75352
,,,,,,,,255,68348,44873,52433,92252,140574,85863,192076,143779,77621
,,,,,,,,256,66517,43461,51957,93529,145119,87488,202403,152977,83698
,,,,,,,,257,66731,42988,53162,96867,154082,91669,219414,166689,92767
,,,,,,,,258,70206,44187,56576,103929,159186,98670,212859,155127,86109
,,,,,,,,259,76724,46930,61915,97246,147957,92617,191819,139454,77453
,,,,,,,,260,83367,49521,60518,89662,135064,84251,179640,134718,74912
,,,,,,,,261,74736,44307,54451,87310,127680,81627,167134,120268,64279
,,,,,,,,262,64226,40550,50568,82053,117361,75530,156469,111224,58805
,,,,,,,,263,60953,38843,46002,78882,109507,71152,148909,105601,54806
,,,,,,,,264,52542,35558,42433,77172,102823,68277,146722,101751,52178
,,,,,,,,265,47682,34044,39633,79080,98589,66790,147679,101331,51702
,,,,,,,,266,44684,32745,37638,81278,97222,66920,148839,100445,50725
,,,,,,,,267,41315,30787,36118,82665,96534,67079,151496,101490,51135
,,,,,,,,268,42362,31288,36046,84530,97248,67850,156835,104503,52550
,,,,,,,,269,43498,31754,36429,86996,100720,69399,168929,114039,57905
,,,,,,,,270,45385,32514,37459,92622,114638,74731,218625,155836,78405
,,,,,,,,271,48185,34025,40598,122778,138118,100090,239189,167197,87661
,,,,,,,,272,55578,38149,51844,125422,150994,106725,232077,161460,85374
,,,,,,,,273,75188,47352,59510,116569,149282,102884,216658,147117,77324
,,,,,,,,274,79976,48221,59176,108429,143079,95883,214770,148654,78575
,,,,,,,,275,73874,46370,54148,108619,143942,94410,209525,145048,76831
,,,,,,,,276,65001,43299,52601,103336,143354,91549,205427,142961,76039
,,,,,,,,277,65917,44041,50988,100738,142061,90377,200275,139263,74309
,,,,,,,,278,64588,41705,50170,97468,140472,88360,196858,138230,73934
,,,,,,,,279,64208,40658,48869,94663,141227,87150,200567,142388,76336
,,,,,,,,280,63349,39564,48289,94984,145732,88492,211742,151461,82456
,,,,,,,,281,64239,39269,49507,97780,154636,92715,230996,164679,91130
,,,,,,,,282,67787,40551,53028,105673,159904,100505,225241,153365,84528
,,,,,,,,283,73752,42976,58657,99265,148668,94620,204263,137887,75884
,,,,,,,,284,79337,44811,57034,91071,135463,85699,192287,133307,73282
,,,,,,,,285,71741,40259,51302,87979,128252,83292,179786,119231,62955
,,,,,,,,286,60745,36309,47635,82714,117791,76904,168936,110286,57536
,,,,,,,,287,56936,34468,43665,79388,110037,72130,161779,104863,53937
,,,,,,,,288,50206,31592,40208,77423,104463,69160,160498,101549,51309
,,,,,,,,289,44813,29840,37529,78109,100543,68854,162104,101209,50699
,,,,,,,,290,40609,28504,35471,79702,99149,69517,164621,100490,49813
,,,,,,,,291,38210,27577,35062,81604,98488,69873,168364,101706,50379
,,,,,,,,292,38484,27985,35026,84077,99081,70906,174654,104742,51878
,,,,,,,,293,39129,28338,35476,86984,102740,72567,187236,114287,57356
,,,,,,,,294,40875,28988,36567,93575,117545,77608,239628,156199,78150
,,,,,,,,295,43717,30352,39408,141222,142804,108359,261753,168311,87744
,,,,,,,,296,50372,34068,49279,140827,155928,112640,248656,162235,85781
,,,,,,,,297,68222,41562,54908,115978,153454,103008,226950,147920,78137
,,,,,,,,298,74703,42609,54116,103589,146225,94917,222702,149360,79415
,,,,,,,,299,69905,41434,49591,103094,146228,93810,214197,145296,78184
,,,,,,,,300,62641,38910,48602,96550,145102,89874,207422,143198,77496
,,,,,,,,301,64480,39752,47331,92417,143674,88167,200374,139526,76085
,,,,,,,,302,64370,38306,46821,87815,141724,85622,195749,138442,75924
,,,,,,,,303,64350,37597,45822,84622,142035,83912,198310,142790,78715
,,,,,,,,304,63747,36772,45239,84525,146509,84678,208656,152108,84994
,,,,,,,,305,64710,36711,46592,87242,156060,88186,228251,165651,93566
,,,,,,,,306,68214,38026,49905,94972,161960,95674,223030,154777,87099
,,,,,,,,307,74067,40300,54799,89504,150839,89792,203072,139560,78324
,,,,,,,,308,79478,41738,53143,81821,137701,81512,191790,135249,75774
,,,,,,,,309,71713,37674,47484,79380,130388,79017,179867,121025,65287
,,,,,,,,310,60621,33666,43797,75416,119332,73340,169828,111917,59561
,,,,,,,,311,56576,31789,40256,73054,111093,69019,163450,106524,55964
,,,,,,,,312,50045,29144,37175,71385,104290,66317,161953,104582,54818
,,,,,,,,313,44643,27215,34439,70990,99805,65599,164345,104709,53954
,,,,,,,,314,40326,25741,32804,72505,98488,66166,167179,103979,52803
,,,,,,,,315,37156,25362,32343,74298,97844,66781,171161,105195,53408
,,,,,,,,316,36852,25840,32335,76223,98438,68211,177413,108117,55110
,,,,,,,,317,37224,26257,32816,78696,101942,69957,189990,117693,61061
,,,,,,,,318,38865,26940,33906,84978,116301,75264,246845,161084,85545
,,,,,,,,319,41747,28416,36667,125154,140679,110398,267582,173551,96831
,,,,,,,,320,48288,32033,45440,122852,153389,111550,246964,166069,93679
,,,,,,,,321,65006,38866,50868,105286,150798,97272,220064,149728,84349
,,,,,,,,322,71755,40199,50774,93749,143722,88864,213618,150091,84050
,,,,,,,,323,67261,39075,46837,92789,144192,88868,203632,145112,82371
,,,,,,,,324,60542,36754,46072,87159,143078,84772,195909,142077,81512
,,,,,,,,325,62568,37813,45290,83919,141646,82725,188314,137746,79595
,,,,,,,,326,63358,36891,44995,80418,139729,79829,183064,135676,78906
,,,,,,,,327,63549,36352,44282,77825,140061,77965,184513,139172,81059
,,,,,,,,328,63094,35683,44005,78134,144293,78660,193482,148352,87358
,,,,,,,,329,64116,35819,45264,80934,153310,82131,211926,162813,96735
,,,,,,,,330,67627,37036,48343,86666,158730,88967,207198,151305,90337
,,,,,,,,331,73501,39176,52807,81207,147171,82830,187194,136323,81030
,,,,,,,,332,78691,40510,51479,72475,134152,74789,175838,131584,78533
,,,,,,,,333,71027,36687,45752,69009,127064,72357,164538,117486,67294
,,,,,,,,334,59733,32630,41897,65059,116767,67528,154826,108908,61521
,,,,,,,,335,55507,30768,38466,62238,108962,64063,148211,103232,57514
,,,,,,,,336,49501,28280,35614,60181,99997,61699,141103,94773,54567
,,,,,,,,337,44172,26379,33144,54451,88302,53857,136400,91159,52015
,,,,,,,,338,39626,24365,30993,54173,84200,52508,135967,88995,50740
,,,,,,,,339,34947,21990,29012,53958,81497,51592,137802,88919,50610
,,,,,,,,340,32677,21659,28432,54464,80607,51785,140160,88629,50377
,,,,,,,,341,32035,21629,28454,55321,80776,51986,145188,92621,53534
,,,,,,,,342,32245,21981,28644,57894,85359,54283,171555,102468,59162
,,,,,,,,343,32652,22560,29622,75235,92767,69846,177316,109660,66241
,,,,,,,,344,35341,24000,33116,68432,101168,66200,171654,117888,72037
,,,,,,,,345,42778,26672,34106,66142,109005,64164,167487,119844,73012
,,,,,,,,346,44469,26022,36140,65538,113197,64450,168231,121597,73384
,,,,,,,,347,47986,27530,37447,66477,114543,65675,160120,116403,70589
,,,,,,,,348,50218,28371,38752,62666,114143,62897,156336,117461,71351
,,,,,,,,349,52408,29366,37779,61897,115367,62919,152202,115317,70281
,,,,,,,,350,53346,28458,38212,60309,114030,61596,144475,110100,67111
,,,,,,,,351,55380,28571,38272,57415,111596,59014,141197,110340,66865
,,,,,,,,352,55358,28056,37082,56725,113221,58893,144652,115447,70408
,,,,,,,,353,53928,27187,36746,58146,118321,60869,153313,122226,75611
,,,,,,,,354,54449,27478,38207,60317,121581,63915,155312,118524,72004
,,,,,,,,355,57071,28677,40503,60134,120136,62946,154774,117755,71173
,,,,,,,,356,58811,29643,40947,59098,117412,62128,148186,111276,67507
,,,,,,,,357,59348,29048,40887,55931,111336,58957,140642,106948,64788
,,,,,,,,358,57475,28124,38809,53018,106091,56587,133041,100339,59793
,,,,,,,,359,52349,26138,36260,50551,100227,53981,127256,96271,56105
,,,,,,,,360,47674,24557,33612,49611,96229,52805,122043,92563,50965
,,,,,,,,361,42585,23068,31456,49991,91651,52799,118454,88833,48241
,,,,,,,,362,38202,22229,30360,50003,87659,51898,116800,86796,46807
,,,,,,,,363,34601,21818,28929,49949,85257,51153,117668,86981,46733
,,,,,,,,364,32222,21557,28286,50551,84459,51394,119175,86774,46552
,,,,,,,,365,31302,21533,28335,51207,84414,51683,122550,88889,47884
,,,,,,,,366,31325,21890,28505,52900,87710,53175,140033,97065,52512
,,,,,,,,367,31515,22395,29040,62592,94674,59583,144485,104980,59311
,,,,,,,,368,33331,23490,31873,60207,103289,60135,147088,113954,65782
