Conventional_jetfuel_co2_per_mmbtu,Conventional_jetfuel_price_per_mmbtu,Syn_jetfuel_co2_per_mmbtu,Time_Index,Load_mmbtu_z1,Load_mmbtu_z2,Load_mmbtu_z3
,,,189,59244.77,32395.61,33613.87
,,,190,59244.77,32395.61,33613.87
,,,191,59244.77,32395.61,33613.87
,,,192,59244.77,32395.61,33613.87
,,,193,59244.77,32395.61,33613.87
,,,194,59244.77,32395.61,33613.87
,,,195,59244.77,32395.61,33613.87
,,,196,59244.77,32395.61,33613.87
,,,197,59244.77,32395.61,33613.87
,,,198,59244.77,32395.61,33613.87
,,,199,59244.77,32395.61,33613.87
,,,200,59244.77,32395.61,33613.87
,,,201,59244.77,32395.61,33613.87
,,,202,59244.77,32395.61,33613.87
,,,203,59244.77,32395.61,33613.87
,,,204,59244.77,32395.61,33613.87
,,,205,59244.77,32395.61,33613.87
,,,206,59244.77,32395.61,33613.87
,,,207,59244.77,32395.61,33613.87
,,,208,59244.77,32395.61,33613.87
,,,209,59244.77,32395.61,33613.87
,,,210,59244.77,32395.61,33613.87
,,,211,59244.77,32395.61,33613.87
,,,212,59244.77,32395.61,33613.87
,,,213,59244.77,32395.61,33613.87
,,,214,59244.77,32395.61,33613.87
,,,215,59244.77,32395.61,33613.87
,,,216,59244.77,32395.61,33613.87
,,,217,59244.77,32395.61,33613.87
,,,218,59244.77,32395.61,33613.87
,,,219,59244.77,32395.61,33613.87
,,,220,59244.77,32395.61,33613.87
,,,221,59244.77,32395.61,33613.87
,,,222,59244.77,32395.61,33613.87
,,,223,59244.77,32395.61,33613.87
,,,224,59244.77,32395.61,33613.87
,,,225,59244.77,32395.61,33613.87
,,,226,59244.77,32395.61,33613.87
,,,227,59244.77,32395.61,33613.87
,,,228,59244.77,32395.61,33613.87
,,,229,59244.77,32395.61,33613.87
,,,230,59244.77,32395.61,33613.87
,,,231,59244.77,32395.61,33613.87
,,,232,59244.77,32395.61,33613.87
,,,233,59244.77,32395.61,33613.87
,,,234,59244.77,32395.61,33613.87
,,,235,59244.77,32395.61,33613.87
,,,236,59244.77,32395.61,33613.87
,,,237,59244.77,32395.61,33613.87
,,,238,59244.77,32395.61,33613.87
,,,239,59244.77,32395.61,33613.87
,,,240,59244.77,32395.61,33613.87
,,,241,59244.77,32395.61,33613.87
,,,242,59244.77,32395.61,33613.87
,,,243,59244.77,32395.61,33613.87
,,,244,59244.77,32395.61,33613.87
,,,245,59244.77,32395.61,33613.87
,,,246,59244.77,32395.61,33613.87
,,,247,59244.77,32395.61,33613.87
,,,248,59244.77,32395.61,33613.87
,,,249,59244.77,32395.61,33613.87
,,,250,59244.77,32395.61,33613.87
,,,251,59244.77,32395.61,33613.87
,,,252,59244.77,32395.61,33613.87
,,,253,59244.77,32395.61,33613.87
,,,254,59244.77,32395.61,33613.87
,,,255,59244.77,32395.61,33613.87
,,,256,59244.77,32395.61,33613.87
,,,257,59244.77,32395.61,33613.87
,,,258,59244.77,32395.61,33613.87
,,,259,59244.77,32395.61,33613.87
,,,260,59244.77,32395.61,33613.87
,,,261,59244.77,32395.61,33613.87
,,,262,59244.77,32395.61,33613.87
,,,263,59244.77,32395.61,33613.87
,,,264,59244.77,32395.61,33613.87
,,,265,59244.77,32395.61,33613.87
,,,266,59244.77,32395.61,33613.87
,,,267,59244.77,32395.61,33613.87
,,,268,59244.77,32395.61,33613.87
,,,269,59244.77,32395.61,33613.87
,,,270,59244.77,32395.61,33613.87
,,,271,59244.77,32395.61,33613.87
,,,272,59244.77,32395.61,33613.87
,,,273,59244.77,32395.61,33613.87
,,,274,59244.77,32395.61,33613.87
,,,275,59244.77,32395.61,33613.87
,,,276,59244.77,32395.61,33613.87
,,,277,59244.77,32395.61,33613.87
,,,278,59244.77,32395.61,33613.87
,,,279,59244.77,32395.61,33613.87
,,,280,59244.77,32395.61,33613.87
,,,281,59244.77,32395.61,33613.87
,,,282,59244.77,32395.61,33613.87
,,,283,59244.77,32395.61,33613.87
,,,284,59244.77,32395.61,33613.87
,,,285,59244.77,32395.61,33613.87
,,,286,59244.77,32395.61,33613.87
,,,287,59244.77,32395.61,33613.87
,,,288,59244.77,32395.61,33613.87
,,,289,59244.77,32395.61,33613.87
,,,290,59244.77,32395.61,33613.87
,,,291,59244.77,32395.61,33613.87
,,,292,59244.77,32395.61,33613.87
,,,293,59244.77,32395.61,33613.87
,,,294,59244.77,32395.61,33613.87
,,,295,59244.77,32395.61,33613.87
,,,296,59244.77,32395.61,33613.87
,,,297,59244.77,32395.61,33613.87
,,,298,59244.77,32395.61,33613.87
,,,299,59244.77,32395.61,33613.87
,,,300,59244.77,32395.61,33613.87
,,,301,59244.77,32395.61,33613.87
,,,302,59244.77,32395.61,33613.87
,,,303,59244.77,32395.61,33613.87
,,,304,59244.77,32395.61,33613.87
,,,305,59244.77,32395.61,33613.87
,,,306,59244.77,32395.61,33613.87
,,,307,59244.77,32395.61,33613.87
,,,308,59244.77,32395.61,33613.87
,,,309,59244.77,32395.61,33613.87
,,,310,59244.77,32395.61,33613.87
,,,311,59244.77,32395.61,33613.87
,,,312,59244.77,32395.61,33613.87
,,,313,59244.77,32395.61,33613.87
,,,314,59244.77,32395.61,33613.87
,,,315,59244.77,32395.61,33613.87
,,,316,59244.77,32395.61,33613.87
,,,317,59244.77,32395.61,33613.87
,,,318,59244.77,32395.61,33613.87
,,,319,59244.77,32395.61,33613.87
,,,320,59244.77,32395.61,33613.87
,,,321,59244.77,32395.61,33613.87
,,,322,59244.77,32395.61,33613.87
,,,323,59244.77,32395.61,33613.87
,,,324,59244.77,32395.61,33613.87
,,,325,59244.77,32395.61,33613.87
,,,326,59244.77,32395.61,33613.87
,,,327,59244.77,32395.61,33613.87
,,,328,59244.77,32395.61,33613.87
,,,329,59244.77,32395.61,33613.87
,,,330,59244.77,32395.61,33613.87
,,,331,59244.77,32395.61,33613.87
,,,332,59244.77,32395.61,33613.87
,,,333,59244.77,32395.61,33613.87
,,,334,59244.77,32395.61,33613.87
,,,335,59244.77,32395.61,33613.87
,,,336,59244.77,32395.61,33613.87
,,,337,59244.77,32395.61,33613.87
,,,338,59244.77,32395.61,33613.87
,,,339,59244.77,32395.61,33613.87
,,,340,59244.77,32395.61,33613.87
,,,341,59244.77,32395.61,33613.87
,,,342,59244.77,32395.61,33613.87
,,,343,59244.77,32395.61,33613.87
,,,344,59244.77,32395.61,33613.87
,,,345,59244.77,32395.61,33613.87
,,,346,59244.77,32395.61,33613.87
,,,347,59244.77,32395.61,33613.87
,,,348,59244.77,32395.61,33613.87
,,,349,59244.77,32395.61,33613.87
,,,350,59244.77,32395.61,33613.87
,,,351,59244.77,32395.61,33613.87
,,,352,59244.77,32395.61,33613.87
,,,353,59244.77,32395.61,33613.87
,,,354,59244.77,32395.61,33613.87
,,,355,59244.77,32395.61,33613.87
,,,356,59244.77,32395.61,33613.87
,,,357,59244.77,32395.61,33613.87
,,,358,59244.77,32395.61,33613.87
,,,359,59244.77,32395.61,33613.87
,,,360,59244.77,32395.61,33613.87
,,,361,59244.77,32395.61,33613.87
,,,362,59244.77,32395.61,33613.87
,,,363,59244.77,32395.61,33613.87
,,,364,59244.77,32395.61,33613.87
,,,365,59244.77,32395.61,33613.87
,,,366,59244.77,32395.61,33613.87
,,,367,59244.77,32395.61,33613.87
,,,368,59244.77,32395.61,33613.87
,,,369,59244.77,32395.61,33613.87
,,,370,59244.77,32395.61,33613.87
,,,371,59244.77,32395.61,33613.87
,,,372,59244.77,32395.61,33613.87
,,,373,59244.77,32395.61,33613.87
,,,374,59244.77,32395.61,33613.87
,,,375,59244.77,32395.61,33613.87
,,,376,59244.77,32395.61,33613.87
,,,377,59244.77,32395.61,33613.87
,,,378,59244.77,32395.61,33613.87
,,,379,59244.77,32395.61,33613.87
,,,380,59244.77,32395.61,33613.87
,,,381,59244.77,32395.61,33613.87
,,,382,59244.77,32395.61,33613.87
,,,383,59244.77,32395.61,33613.87
,,,384,59244.77,32395.61,33613.87
,,,385,59244.77,32395.61,33613.87
,,,386,59244.77,32395.61,33613.87
,,,387,59244.77,32395.61,33613.87
,,,388,59244.77,32395.61,33613.87
,,,389,59244.77,32395.61,33613.87
,,,390,59244.77,32395.61,33613.87
,,,391,59244.77,32395.61,33613.87
,,,392,59244.77,32395.61,33613.87
,,,393,59244.77,32395.61,33613.87
,,,394,59244.77,32395.61,33613.87
,,,395,59244.77,32395.61,33613.87
,,,396,59244.77,32395.61,33613.87
,,,397,59244.77,32395.61,33613.87
,,,398,59244.77,32395.61,33613.87
,,,399,59244.77,32395.61,33613.87
,,,400,59244.77,32395.61,33613.87
,,,401,59244.77,32395.61,33613.87
,,,402,59244.77,32395.61,33613.87
,,,403,59244.77,32395.61,33613.87
,,,404,59244.77,32395.61,33613.87
,,,405,59244.77,32395.61,33613.87
,,,406,59244.77,32395.61,33613.87
,,,407,59244.77,32395.61,33613.87
,,,408,59244.77,32395.61,33613.87
,,,409,59244.77,32395.61,33613.87
,,,410,59244.77,32395.61,33613.87
,,,411,59244.77,32395.61,33613.87
,,,412,59244.77,32395.61,33613.87
,,,413,59244.77,32395.61,33613.87
,,,414,59244.77,32395.61,33613.87
,,,415,59244.77,32395.61,33613.87
,,,416,59244.77,32395.61,33613.87
,,,417,59244.77,32395.61,33613.87
,,,418,59244.77,32395.61,33613.87
,,,419,59244.77,32395.61,33613.87
,,,420,59244.77,32395.61,33613.87
,,,421,59244.77,32395.61,33613.87
,,,422,59244.77,32395.61,33613.87
,,,423,59244.77,32395.61,33613.87
,,,424,59244.77,32395.61,33613.87
,,,425,59244.77,32395.61,33613.87
,,,426,59244.77,32395.61,33613.87
,,,427,59244.77,32395.61,33613.87
,,,428,59244.77,32395.61,33613.87
,,,429,59244.77,32395.61,33613.87
,,,430,59244.77,32395.61,33613.87
,,,431,59244.77,32395.61,33613.87
,,,432,59244.77,32395.61,33613.87
,,,433,59244.77,32395.61,33613.87
,,,434,59244.77,32395.61,33613.87
,,,435,59244.77,32395.61,33613.87
,,,436,59244.77,32395.61,33613.87
,,,437,59244.77,32395.61,33613.87
,,,438,59244.77,32395.61,33613.87
,,,439,59244.77,32395.61,33613.87
,,,440,59244.77,32395.61,33613.87
,,,441,59244.77,32395.61,33613.87
,,,442,59244.77,32395.61,33613.87
,,,443,59244.77,32395.61,33613.87
,,,444,59244.77,32395.61,33613.87
,,,445,59244.77,32395.61,33613.87
,,,446,59244.77,32395.61,33613.87
,,,447,59244.77,32395.61,33613.87
,,,448,59244.77,32395.61,33613.87
,,,449,59244.77,32395.61,33613.87
,,,450,59244.77,32395.61,33613.87
,,,451,59244.77,32395.61,33613.87
,,,452,59244.77,32395.61,33613.87
,,,453,59244.77,32395.61,33613.87
,,,454,59244.77,32395.61,33613.87
,,,455,59244.77,32395.61,33613.87
,,,456,59244.77,32395.61,33613.87
,,,457,59244.77,32395.61,33613.87
,,,458,59244.77,32395.61,33613.87
,,,459,59244.77,32395.61,33613.87
,,,460,59244.77,32395.61,33613.87
,,,461,59244.77,32395.61,33613.87
,,,462,59244.77,32395.61,33613.87
,,,463,59244.77,32395.61,33613.87
,,,464,59244.77,32395.61,33613.87
,,,465,59244.77,32395.61,33613.87
,,,466,59244.77,32395.61,33613.87
,,,467,59244.77,32395.61,33613.87
,,,468,59244.77,32395.61,33613.87
,,,469,59244.77,32395.61,33613.87
,,,470,59244.77,32395.61,33613.87
,,,471,59244.77,32395.61,33613.87
,,,472,59244.77,32395.61,33613.87
,,,473,59244.77,32395.61,33613.87
,,,474,59244.77,32395.61,33613.87
,,,475,59244.77,32395.61,33613.87
,,,476,59244.77,32395.61,33613.87
,,,477,59244.77,32395.61,33613.87
,,,478,59244.77,32395.61,33613.87
,,,479,59244.77,32395.61,33613.87
,,,480,59244.77,32395.61,33613.87
,,,481,59244.77,32395.61,33613.87
,,,482,59244.77,32395.61,33613.87
,,,483,59244.77,32395.61,33613.87
,,,484,59244.77,32395.61,33613.87
,,,485,59244.77,32395.61,33613.87
,,,486,59244.77,32395.61,33613.87
,,,487,59244.77,32395.61,33613.87
,,,488,59244.77,32395.61,33613.87
,,,489,59244.77,32395.61,33613.87
,,,490,59244.77,32395.61,33613.87
,,,491,59244.77,32395.61,33613.87
,,,492,59244.77,32395.61,33613.87
,,,493,59244.77,32395.61,33613.87
,,,494,59244.77,32395.61,33613.87
,,,495,59244.77,32395.61,33613.87
,,,496,59244.77,32395.61,33613.87
,,,497,59244.77,32395.61,33613.87
,,,498,59244.77,32395.61,33613.87
,,,499,59244.77,32395.61,33613.87
,,,500,59244.77,32395.61,33613.87
,,,501,59244.77,32395.61,33613.87
,,,502,59244.77,32395.61,33613.87
,,,503,59244.77,32395.61,33613.87
,,,504,59244.77,32395.61,33613.87
,,,505,59244.77,32395.61,33613.87
,,,506,59244.77,32395.61,33613.87
,,,507,59244.77,32395.61,33613.87
,,,508,59244.77,32395.61,33613.87
,,,509,59244.77,32395.61,33613.87
,,,510,59244.77,32395.61,33613.87
,,,511,59244.77,32395.61,33613.87
,,,512,59244.77,32395.61,33613.87
,,,513,59244.77,32395.61,33613.87
,,,514,59244.77,32395.61,33613.87
,,,515,59244.77,32395.61,33613.87
,,,516,59244.77,32395.61,33613.87
,,,517,59244.77,32395.61,33613.87
,,,518,59244.77,32395.61,33613.87
,,,519,59244.77,32395.61,33613.87
,,,520,59244.77,32395.61,33613.87
,,,521,59244.77,32395.61,33613.87
,,,522,59244.77,32395.61,33613.87
,,,523,59244.77,32395.61,33613.87
,,,524,59244.77,32395.61,33613.87
,,,525,59244.77,32395.61,33613.87
,,,526,59244.77,32395.61,33613.87
,,,527,59244.77,32395.61,33613.87
,,,528,59244.77,32395.61,33613.87
,,,529,59244.77,32395.61,33613.87
,,,530,59244.77,32395.61,33613.87
,,,531,59244.77,32395.61,33613.87
,,,532,59244.77,32395.61,33613.87
,,,533,59244.77,32395.61,33613.87
,,,534,59244.77,32395.61,33613.87
,,,535,59244.77,32395.61,33613.87
,,,536,59244.77,32395.61,33613.87
,,,537,59244.77,32395.61,33613.87
,,,538,59244.77,32395.61,33613.87
,,,539,59244.77,32395.61,33613.87
,,,540,59244.77,32395.61,33613.87
,,,541,59244.77,32395.61,33613.87
,,,542,59244.77,32395.61,33613.87
,,,543,59244.77,32395.61,33613.87
,,,544,59244.77,32395.61,33613.87
,,,545,59244.77,32395.61,33613.87
,,,546,59244.77,32395.61,33613.87
,,,547,59244.77,32395.61,33613.87
,,,548,59244.77,32395.61,33613.87
,,,549,59244.77,32395.61,33613.87
,,,550,59244.77,32395.61,33613.87
,,,551,59244.77,32395.61,33613.87
,,,552,59244.77,32395.61,33613.87
,,,553,59244.77,32395.61,33613.87
,,,554,59244.77,32395.61,33613.87
,,,555,59244.77,32395.61,33613.87
,,,556,59244.77,32395.61,33613.87
,,,557,59244.77,32395.61,33613.87
,,,558,59244.77,32395.61,33613.87
,,,559,59244.77,32395.61,33613.87
,,,560,59244.77,32395.61,33613.87
,,,561,59244.77,32395.61,33613.87
,,,562,59244.77,32395.61,33613.87
,,,563,59244.77,32395.61,33613.87
,,,564,59244.77,32395.61,33613.87
,,,565,59244.77,32395.61,33613.87
,,,566,59244.77,32395.61,33613.87
,,,567,59244.77,32395.61,33613.87
,,,568,59244.77,32395.61,33613.87
,,,569,59244.77,32395.61,33613.87
,,,570,59244.77,32395.61,33613.87
,,,571,59244.77,32395.61,33613.87
,,,572,59244.77,32395.61,33613.87
,,,573,59244.77,32395.61,33613.87
,,,574,59244.77,32395.61,33613.87
,,,575,59244.77,32395.61,33613.87
,,,576,59244.77,32395.61,33613.87
,,,577,59244.77,32395.61,33613.87
,,,578,59244.77,32395.61,33613.87
,,,579,59244.77,32395.61,33613.87
,,,580,59244.77,32395.61,33613.87
,,,581,59244.77,32395.61,33613.87
,,,582,59244.77,32395.61,33613.87
,,,583,59244.77,32395.61,33613.87
,,,584,59244.77,32395.61,33613.87
,,,585,59244.77,32395.61,33613.87
,,,586,59244.77,32395.61,33613.87
,,,587,59244.77,32395.61,33613.87
,,,588,59244.77,32395.61,33613.87
,,,589,59244.77,32395.61,33613.87
,,,590,59244.77,32395.61,33613.87
,,,591,59244.77,32395.61,33613.87
,,,592,59244.77,32395.61,33613.87
,,,593,59244.77,32395.61,33613.87
,,,594,59244.77,32395.61,33613.87
,,,595,59244.77,32395.61,33613.87
,,,596,59244.77,32395.61,33613.87
,,,597,59244.77,32395.61,33613.87
,,,598,59244.77,32395.61,33613.87
,,,599,59244.77,32395.61,33613.87
,,,600,59244.77,32395.61,33613.87
,,,601,59244.77,32395.61,33613.87
,,,602,59244.77,32395.61,33613.87
,,,603,59244.77,32395.61,33613.87
,,,604,59244.77,32395.61,33613.87
,,,605,59244.77,32395.61,33613.87
,,,606,59244.77,32395.61,33613.87
,,,607,59244.77,32395.61,33613.87
,,,608,59244.77,32395.61,33613.87
,,,609,59244.77,32395.61,33613.87
,,,610,59244.77,32395.61,33613.87
,,,611,59244.77,32395.61,33613.87
,,,612,59244.77,32395.61,33613.87
,,,613,59244.77,32395.61,33613.87
,,,614,59244.77,32395.61,33613.87
,,,615,59244.77,32395.61,33613.87
,,,616,59244.77,32395.61,33613.87
,,,617,59244.77,32395.61,33613.87
,,,618,59244.77,32395.61,33613.87
,,,619,59244.77,32395.61,33613.87
,,,620,59244.77,32395.61,33613.87
,,,621,59244.77,32395.61,33613.87
,,,622,59244.77,32395.61,33613.87
,,,623,59244.77,32395.61,33613.87
,,,624,59244.77,32395.61,33613.87
,,,625,59244.77,32395.61,33613.87
,,,626,59244.77,32395.61,33613.87
,,,627,59244.77,32395.61,33613.87
,,,628,59244.77,32395.61,33613.87
,,,629,59244.77,32395.61,33613.87
,,,630,59244.77,32395.61,33613.87
,,,631,59244.77,32395.61,33613.87
,,,632,59244.77,32395.61,33613.87
,,,633,59244.77,32395.61,33613.87
,,,634,59244.77,32395.61,33613.87
,,,635,59244.77,32395.61,33613.87
,,,636,59244.77,32395.61,33613.87
,,,637,59244.77,32395.61,33613.87
,,,638,59244.77,32395.61,33613.87
,,,639,59244.77,32395.61,33613.87
,,,640,59244.77,32395.61,33613.87
,,,641,59244.77,32395.61,33613.87
,,,642,59244.77,32395.61,33613.87
,,,643,59244.77,32395.61,33613.87
,,,644,59244.77,32395.61,33613.87
,,,645,59244.77,32395.61,33613.87
,,,646,59244.77,32395.61,33613.87
,,,647,59244.77,32395.61,33613.87
,,,648,59244.77,32395.61,33613.87
,,,649,59244.77,32395.61,33613.87
,,,650,59244.77,32395.61,33613.87
,,,651,59244.77,32395.61,33613.87
,,,652,59244.77,32395.61,33613.87
,,,653,59244.77,32395.61,33613.87
,,,654,59244.77,32395.61,33613.87
,,,655,59244.77,32395.61,33613.87
,,,656,59244.77,32395.61,33613.87
,,,657,59244.77,32395.61,33613.87
,,,658,59244.77,32395.61,33613.87
,,,659,59244.77,32395.61,33613.87
,,,660,59244.77,32395.61,33613.87
,,,661,59244.77,32395.61,33613.87
,,,662,59244.77,32395.61,33613.87
,,,663,59244.77,32395.61,33613.87
,,,664,59244.77,32395.61,33613.87
,,,665,59244.77,32395.61,33613.87
,,,666,59244.77,32395.61,33613.87
,,,667,59244.77,32395.61,33613.87
,,,668,59244.77,32395.61,33613.87
,,,669,59244.77,32395.61,33613.87
,,,670,59244.77,32395.61,33613.87
,,,671,59244.77,32395.61,33613.87
,,,672,59244.77,32395.61,33613.87
,,,673,59244.77,32395.61,33613.87
,,,674,59244.77,32395.61,33613.87
,,,675,59244.77,32395.61,33613.87
,,,676,59244.77,32395.61,33613.87
,,,677,59244.77,32395.61,33613.87
,,,678,59244.77,32395.61,33613.87
,,,679,59244.77,32395.61,33613.87
,,,680,59244.77,32395.61,33613.87
,,,681,59244.77,32395.61,33613.87
,,,682,59244.77,32395.61,33613.87
,,,683,59244.77,32395.61,33613.87
,,,684,59244.77,32395.61,33613.87
,,,685,59244.77,32395.61,33613.87
,,,686,59244.77,32395.61,33613.87
,,,687,59244.77,32395.61,33613.87
,,,688,59244.77,32395.61,33613.87
